geometry,line,name,url,1,2,3,4,5,6,6 Express,7,7 Express,@,A,B,C,D,E,F,G,J,L,M,N,Q,R,S,Z
POINT (-73.89742399972272 40.86114733228564),B-D,Grand Concourse & 188th St At Se Corner,http://www.mta.info/nyct/service/,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False
POINT (-73.90137999963952 40.86264433188454),4,Jerome Ave & Fordham Rd At Sw Corner,http://www.mta.info/nyct/service/,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
POINT (-73.90100599853089 40.86264033381093),4,Jerome Ave & Fordham Rd At Se Corner,http://www.mta.info/nyct/service/,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
POINT (-73.89688499995428 40.86229633330982),B-D,Grand Concourse & Fordham Rd At Se Corner,http://www.mta.info/nyct/service/,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False
POINT (-73.89662900213324 40.8626653350278),B-D,Grand Concourse & Fordham Rd At Ne Corner,http://www.mta.info/nyct/service/,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False
POINT (-73.89717200020777 40.86758133299773),4,Jerome Ave & Kingsbridge Rd At Ne Corner,http://www.mta.info/nyct/service/,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
POINT (-73.89703399885354 40.86773233342785),4,Jerome Ave & Kingsbridge Rd At Ne Corner,http://www.mta.info/nyct/service/,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
POINT (-73.89430566786831 40.86618132776479),B-D,Grand Concourse & Kingsbridge Rd At Ne Corner,http://www.mta.info/nyct/service/,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False
POINT (-73.89398199942387 40.86612733306965),B-D,Grand Concourse & Kingsbridge Rd At Ne Corner,http://www.mta.info/nyct/service/,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False
POINT (-73.89278899876444 40.86774333280267),B-D,Grand Concourse & 196th St At Se Corner,http://www.mta.info/nyct/service/,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False
POINT (-73.89153499947211 40.83010633331295),2-5,Southern Blvd & Freeman St At Se Corner (Northbound Only),http://www.mta.info/nyct/service/,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
POINT (-73.89147400095149 40.83020333197972),2-5,Southern Blvd & Freeman St At Ne Corner (Northbound Only),http://www.mta.info/nyct/service/,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
POINT (-73.88779999924786 40.83753633225803),2-5,Boston Rd & 174th St At Nw Corner (To Manhattan Only),http://www.mta.info/nyct/service/,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
POINT (-73.88755999827896 40.83724133303839),2-5,Boston Rd & 174th St At Se Corner (Northbound Only),http://www.mta.info/nyct/service/,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
POINT (-73.88040099943439 40.84023233469337),2-5,Boston Rd & E Tremont Ave At Nw Corner,http://www.mta.info/nyct/service/,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
POINT (-73.87982799883635 40.84035233351722),2-5,Boston Rd & E Tremont Ave At Ne Corner,http://www.mta.info/nyct/service/,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
POINT (-73.87948400147323 40.8407053336512),2-5,Boston Rd & 178th St At Se Corner,http://www.mta.info/nyct/service/,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
POINT (-73.87465399772886 40.82938133459624),6,Morrison Ave & Westchester Ave At Sw Corner,http://www.mta.info/nyct/service/,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
POINT (-73.87472599802526 40.82961833415798),6,Morrison Ave & Westchester Ave At Nw Corner,http://www.mta.info/nyct/service/,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
POINT (-73.86718899870912 40.83177633207853),6,St Lawrence Ave & Westchester Ave At Ne Corner,http://www.mta.info/nyct/service/,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
POINT (-73.86099399809615 40.83334233319211),6-6 Express,Metropolitan Ave & Westchester Ave At Nw Corner,http://www.mta.info/nyct/service/,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
POINT (-73.86833999856944 40.84886133341781),2-5,Birchall Ave & Sagamore St At Se Corner,http://www.mta.info/nyct/service/,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
POINT (-73.86825800031835 40.84905133357195),2-5,Birchall Ave & Sagamore St At Ne Corner,http://www.mta.info/nyct/service/,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
POINT (-73.86776699829325 40.85644933512679),2-5,White Plains Rd & Pelham Pkwy At Sw Corner,http://www.mta.info/nyct/service/,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
POINT (-73.86771800131788 40.85804133308388),2-5,White Plains Rd & Pelham Pkwy At Nw Corner,http://www.mta.info/nyct/service/,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
POINT (-73.86746700075371 40.85804933434803),2-5,White Plains Rd & Pelham Pkwy At Ne Corner,http://www.mta.info/nyct/service/,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
POINT (-73.84581947496666 40.8701887587009),5,Seymour Ave & Gun Hill Rd At Se Corner,http://www.mta.info/nyct/service/,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
POINT (-73.88975400038841 40.87352833238395),4,Jerome Ave & Bedford Park Blvd At Sw Corner,http://www.mta.info/nyct/service/,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
POINT (-73.88789799754609 40.87248833253268),B-D,Grand Concourse & Bedford Park Blvd At Nw Corner,http://www.mta.info/nyct/service/,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False
POINT (-73.88692499985262 40.87401633190473),B-D,Grand Concourse & 203rd St At Nw Corner,http://www.mta.info/nyct/service/,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False
POINT (-73.8793510014597 40.8750563347231),D,Bainbridge Ave & 205th St At Ne Corner,http://www.mta.info/nyct/service/,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
POINT (-73.87752500023448 40.87424133408191),D,Perry Ave & 205th St At Nw Corner,http://www.mta.info/nyct/service/,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
POINT (-73.885327999422 40.87934633164606),4,Jerome Ave & Mosholu Pkwy At Sw Corner,http://www.mta.info/nyct/service/,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
POINT (-73.88496000034502 40.87935333191944),4,Jerome Ave & Mosholu Pkwy At Se Corner,http://www.mta.info/nyct/service/,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
POINT (-73.88515900056241 40.87949333460423),4,Jerome Ave & Mosholu Pkwy At Sw Corner,http://www.mta.info/nyct/service/,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
POINT (-73.88436999969265 40.88017633477273),4,Jerome Ave & Mosholu Pkwy At Nw Corner,http://www.mta.info/nyct/service/,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
POINT (-73.88400699844199 40.88016033293917),4,Jerome Ave & Mosholu Pkwy At Ne Corner,http://www.mta.info/nyct/service/,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
POINT (-73.87811999884576 40.88673733181341),4,Jerome Ave & Bainbridge Ave At Se Corner,http://www.mta.info/nyct/service/,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
POINT (-73.86729200211656 40.87155733317655),2-5,White Plains Rd & Burke Ave At Nw Corner,http://www.mta.info/nyct/service/,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
POINT (-73.86702099918443 40.87136233246081),2-5,White Plains & Burke Ave At Se Corner,http://www.mta.info/nyct/service/,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
POINT (-73.86643450148451 40.87787614285963),2-5,White Plains Rd & 211th St At Sw Corner,http://www.mta.info/nyct/service/,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
POINT (-73.86292300178053 40.88369333372226),2-5,White Plains Rd & 219th St At Nw Corner,http://www.mta.info/nyct/service/,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
POINT (-73.86062199860507 40.88779533309386),2-5,White Plains Rd & 225th St At Sw Corner,http://www.mta.info/nyct/service/,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
